sample_name	protocol	organism	read1	read2	read_type	anno_name	TSS_name	File_mb	Read_type	Genome	Raw_reads	Fastq_reads	Trimmed_reads	Trim_loss_rate	Aligned_reads_rCRSd	Alignment_rate_rCRSd	Aligned_reads_human_repeats	Alignment_rate_human_repeats	Mapped_reads	QC_filtered_reads	Aligned_reads	Alignment_rate	Total_efficiency	Mitochondrial_reads	NRF	PBC1	PBC2	Unmapped_reads	Duplicate_reads	Dedup_aligned_reads	Dedup_alignment_rate	Dedup_total_efficiency	TSS_Score	Peak_count	FRiP	Time	Success
106_44802111_st	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_44802111_st_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_44802111_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1541.3999	paired	hg38	32920002	32920002	32919834	0.0	6502548.0	19.75	1650564.0	5.01	24316005	1609015.0	22706990	68.98	68.98	10605.0	0.85	0.92	12.22	450717.0	922632	21784358.0	66.17	66.17	15.3935243176	31580	0.228104649714	4:21:25	12-16-05:12:24
106_44802111_un	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_44802111_un_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_44802111_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1701.3491	paired	hg38	36263070	36263070	36262948	0.0	8433770.0	23.26	1852110.0	5.11	25388909	1681601.0	23707308	65.38	65.38	14558.0	0.84	0.92	11.72	588159.0	1009345	22697963.0	62.59	62.59	15.7138865605	31266	0.233380989524	4:21:29	12-16-05:12:28
106_45667305_st	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_45667305_st_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_45667305_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1851.4643	paired	hg38	39545884	39545884	39545410	0.0	5681070.0	14.37	1999624.0	5.06	30906157	2181127.0	28725030	72.64	72.64	7428.0	0.81	0.9	9.62	958559.0	1507484	27217546.0	68.83	68.83	16.4421344984	32581	0.212939829828	4:04:56	12-16-04:55:56
106_45667305_un	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_45667305_un_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_45667305_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1522.1273	paired	hg38	32227564	32227564	32227376	0.0	6111546.0	18.96	1371568.0	4.26	24107668	1470538.0	22637130	70.24	70.24	8433.0	0.78	0.88	8.45	636594.0	1379935	21257195.0	65.96	65.96	20.247469084	36466	0.346488932122	12:07:04	12-15-11:01:46
106_45759703_st	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_45759703_st_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_45759703_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1666.8373	paired	hg38	35252542	35252542	35252346	0.0	7069720.0	20.05	1494780.0	4.24	26175001	1547865.0	24627136	69.86	69.86	8614.0	0.84	0.92	11.66	512845.0	1101145	23525991.0	66.74	66.74	19.1594970584	39281	0.35137114604	3:51:59	12-16-04:43:00
106_45759703_un	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_45759703_un_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_45759703_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1706.4976	paired	hg38	36319778	36319778	36319652	0.0	6703988.0	18.46	1723392.0	4.75	27336906	1681222.0	25655684	70.64	70.64	7928.0	0.83	0.91	10.97	555366.0	1186668	24469016.0	67.37	67.37	17.2244856322	34183	0.263087314297	2:25:41	12-16-03:16:45
106_46260803_st	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_46260803_st_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_46260803_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1213.1098	paired	hg38	25670506	25670506	25670454	0.0	5142282.0	20.03	1131016.0	4.41	19058733	1123029.0	17935704	69.87	69.87	7235.0	0.85	0.92	12.29	338423.0	739472	17196232.0	66.99	66.99	19.0679491096	36596	0.329338062225	10:05:11	12-15-09:00:27
106_46260803_un	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_46260803_un_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_46260803_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1674.2685	paired	hg38	35644926	35644926	35644756	0.0	6450578.0	18.1	2055276.0	5.77	26641326	1759020.0	24882306	69.81	69.81	9727.0	0.79	0.89	8.75	497576.0	1397599	23484707.0	65.89	65.89	13.4037398656	26879	0.162295327451	2:18:11	12-16-03:09:14
106_47224703_st	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_47224703_st_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_47224703_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1334.8975	paired	hg38	28147504	28147504	28144188	0.01	2696028.0	9.58	1660676.0	5.9	23393094	1621442.0	21771652	77.36	77.35	3936.0	0.84	0.92	11.85	394390.0	903297	20868355.0	74.15	74.14	15.7714218632	28958	0.193315785132	2:43:49	12-16-03:34:47
106_47224703_un	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_47224703_un_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_47224703_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1750.821	paired	hg38	37404552	37404552	37404180	0.0	7358502.0	19.67	1655548.0	4.43	27732834	1805208.0	25927626	69.32	69.32	9112.0	0.83	0.91	10.7	657296.0	1261072	24666554.0	65.95	65.95	18.5625263034	37309	0.304558157388	11:19:09	12-15-10:14:54
106_47848010_st	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_47848010_st_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_47848010_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1400.5904	paired	hg38	29789776	29789776	29789736	0.0	2091100.0	7.02	2098642.0	7.04	25238233	1753547.0	23484686	78.83	78.83	2961.0	0.83	0.91	10.95	361761.0	1036777	22447909.0	75.35	75.35	8.91404594855	16420	0.0665776412765	2:44:44	12-16-03:35:42
106_47848010_un	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_47848010_un_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_47848010_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1548.4343	paired	hg38	32941922	32941922	32941874	0.0	5747712.0	17.45	1367020.0	4.15	25374560	1497880.0	23876680	72.48	72.48	7363.0	0.83	0.91	10.8	452582.0	1141783	22734897.0	69.02	69.02	18.1607153738	39158	0.324178822181	3:03:13	12-16-03:54:12
106_49184911_st	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_49184911_st_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_49184911_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1521.3322	paired	hg38	32123080	32123080	32122868	0.0	4309624.0	13.42	1367378.0	4.26	25971051	1560437.0	24410614	75.99	75.99	5499.0	0.84	0.92	11.92	474815.0	1090610	23320004.0	72.6	72.6	20.5577288168	43123	0.363602038031	12:59:11	12-15-11:55:12
106_49184911_un	ATAC	human	ATAC_UF_SQB104/fastq_files_combined/106_49184911_un_R1.fastq.gz	ATAC_UF_SQB104/fastq_files_combined/106_49184911_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1673.788	paired	hg38	35543468	35543468	35543244	0.0	3940020.0	11.09	1551300.0	4.36	29498110	1788668.0	27709442	77.96	77.96	4606.0	0.85	0.92	12.51	553814.0	1219832	26489610.0	74.53	74.53	20.9058757841	43733	0.416169008383	3:03:35	12-16-03:54:34
