sample_name	protocol	organism	read1	read2	read_type	anno_name	TSS_name	File_mb	Read_type	Genome	Raw_reads	Fastq_reads	Trimmed_reads	Trim_loss_rate	Aligned_reads_rCRSd	Alignment_rate_rCRSd	Aligned_reads_human_repeats	Alignment_rate_human_repeats	Mapped_reads	QC_filtered_reads	Aligned_reads	Alignment_rate	Total_efficiency	Mitochondrial_reads	NRF	PBC1	PBC2	Unmapped_reads	Duplicate_reads	Dedup_aligned_reads	Dedup_alignment_rate	Dedup_total_efficiency	TSS_Score	Peak_count	FRiP	Time	Success
107_46806606_un	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/107_46806606_un_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/107_46806606_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	950.9983	paired	hg38	19806502	19806502	19806488	0.0	4412252.0	22.28	479170.0	2.42	14662515	768919.0	13893596	70.15	70.15	5849.0	0.91	0.95	22.01	252551.0	388028	13505568.0	68.19	68.19	23.180664993	43508	0.645023433818	2:25:36	12-16-04:55:54
107_47190105_un	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/107_47190105_un_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/107_47190105_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	394.906	paired	hg38	7662234	7662234	7662218	0.0	2065762.0	26.96	191586.0	2.5	5302448	295558.0	5006890	65.35	65.35	1600.0	0.96	0.98	44.2	102422.0	62741	4944149.0	64.53	64.53	22.4745482278	36594	0.496474857646	2:08:41	12-16-04:38:38
107_47323911_un	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/107_47323911_un_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/107_47323911_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1930.3285	paired	hg38	40987182	40987182	40987084	0.0	6332022.0	15.45	1465926.0	3.58	32614936	1896724.0	30718212	74.95	74.95	5682.0	0.92	0.96	25.93	574200.0	735303	29982909.0	73.15	73.15	20.6899743493	63688	0.45402203097	2:13:06	12-16-04:43:32
107_47582203_un	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/107_47582203_un_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/107_47582203_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1739.5077	paired	hg38	36671762	36671762	36671730	0.0	7363956.0	20.08	995552.0	2.71	27830437	1480697.0	26349740	71.85	71.85	9557.0	0.89	0.95	19.51	481785.0	882327	25467413.0	69.45	69.45	22.5491094832	52469	0.605001908937	3:34:27	12-16-06:05:14
107_47828604_un	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/107_47828604_un_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/107_47828604_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	741.3887	paired	hg38	15630496	15630496	15630478	0.0	3910904.0	25.02	424482.0	2.72	11102255	613521.0	10488734	67.1	67.1	4207.0	0.94	0.97	35.1	192837.0	169986	10318748.0	66.02	66.02	20.5712782071	44208	0.482758548362	1:43:10	12-16-04:13:36
107_47873505_un	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/107_47873505_un_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/107_47873505_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1185.8904	paired	hg38	25926382	25926382	25925160	0.0	827954.0	3.19	1665288.0	6.42	23177619	1486015.0	21691604	83.67	83.67	854.0	0.94	0.97	33.34	254299.0	326400	21365204.0	82.41	82.41	7.65510660597	15991	0.0461875018556	4:31:07	12-16-22:12:27
Islet_02142019_1	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_02142019_1_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_02142019_1_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	153.2207	paired	hg38	2773594	2773594	2773590	0.0	46664.0	1.68	203870.0	7.35	2496660	179924.0	2316736	83.53	83.53	48.0	0.97	0.98	65.28	26396.0	17833	2298903.0	82.89	82.89	1.52095039332	19	0.000384161164673	1:18:35	12-16-03:54:55
Islet_02142019_2	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_02142019_2_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_02142019_2_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	3421.2981	paired	hg38	75219652	75219652	75219548	0.0	1063874.0	1.41	5272970.0	7.01	68090271	4674925.0	63415346	84.31	84.31	1515.0	0.95	0.97	37.12	792433.0	862704	62552642.0	83.16	83.16	1.41653752358	414	0.000771942488495	4:00:25	12-16-06:31:28
Islet_02142019_3	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_02142019_3_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_02142019_3_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	2496.3225	paired	hg38	53950116	53950116	53950040	0.0	987218.0	1.83	4189548.0	7.77	48246578	3373004.0	44873574	83.18	83.18	1485.0	0.95	0.97	36.48	526696.0	618834	44254740.0	82.03	82.03	1.86474401296	3061	0.00254555164249	6:01:01	12-16-23:42:21
Islet_04242019_1	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_04242019_1_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_04242019_1_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	2139.3229	paired	hg38	46673792	46673792	46673706	0.0	1625620.0	3.48	3636098.0	7.79	40925273	2895243.0	38030030	81.48	81.48	2457.0	0.95	0.97	37.7	486715.0	506295	37523735.0	80.4	80.4	1.66125690947	643	0.000977622158068	4:01:46	12-16-06:33:31
Islet_04242019_2	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_04242019_2_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_04242019_2_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	888.527	paired	hg38	19148002	19148002	19147986	0.0	137712.0	0.72	1552784.0	8.11	17257103	1240501.0	16016602	83.65	83.65	242.0	0.96	0.98	45.38	200387.0	176233	15840369.0	82.73	82.73	1.32051479485	199	0.000599128329467	4:27:08	12-16-22:08:30
Islet_04242019_3	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_04242019_3_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_04242019_3_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	627.8717	paired	hg38	13421550	13421550	13421534	0.0	55770.0	0.42	1004714.0	7.49	12211886	913394.0	11298492	84.18	84.18	83.0	0.96	0.98	50.3	149164.0	112284	11186208.0	83.35	83.35	1.25114416476	536	0.00105757476307	1:57:50	12-16-04:29:57
Islet_05072019_1	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_05072019_1_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_05072019_1_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	741.1071	paired	hg38	15513930	15513930	15513924	0.0	2434406.0	15.69	1145738.0	7.39	11787302	892534.0	10894768	70.23	70.23	2930.0	0.95	0.98	43.14	146478.0	126806	10767962.0	69.41	69.41	5.25016653546	9887	0.0234074741197	3:47:46	12-16-21:28:56
Islet_05072019_2	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_05072019_2_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_05072019_2_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	565.8672	paired	hg38	12169740	12169740	12169732	0.0	336920.0	2.77	959636.0	7.89	10744931	820245.0	9924686	81.55	81.55	410.0	0.96	0.98	44.55	128245.0	110931	9813755.0	80.64	80.64	1.38930314534	212	0.000769596136341	11:02:17	12-16-13:39:18
Islet_05072019_3	ATAC	human	ATAC_UF_SQB105/fastq_files_combined/Islet_05072019_3_R1.fastq.gz	ATAC_UF_SQB105/fastq_files_combined/Islet_05072019_3_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	626.6933	paired	hg38	13563134	13563134	13563094	0.0	1248622.0	9.21	989110.0	7.29	11184348	832958.0	10351390	76.32	76.32	1618.0	0.95	0.98	42.01	141014.0	122472	10228918.0	75.42	75.42	3.22034422025	2786	0.00616854354826	3:38:08	12-16-21:19:17
