sample_name	protocol	organism	read1	read2	read_type	anno_name	TSS_name	File_mb	Read_type	Genome	Raw_reads	Fastq_reads	Trimmed_reads	Trim_loss_rate	Aligned_reads_rCRSd	Alignment_rate_rCRSd	Aligned_reads_human_repeats	Alignment_rate_human_repeats	Mapped_reads	QC_filtered_reads	Aligned_reads	Alignment_rate	Total_efficiency	Mitochondrial_reads	NRF	PBC1	PBC2	Unmapped_reads	Duplicate_reads	Dedup_aligned_reads	Dedup_alignment_rate	Dedup_total_efficiency	TSS_Score	Peak_count	FRiP	Time	Success
104_48833210_un	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/104_48833210_un_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/104_48833210_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1096.5504	paired	hg38	24310280	24310280	24309882	0.0	2458198.0	10.11	1630318.0	6.71	19772416	1433096.0	18339320	75.44	75.44	4634.0	0.65	0.8	4.9	448950.0	1785852	16553468.0	68.09	68.09	17.2842670277	26726	0.205989425998	11:05:09	12-15-13:18:59
105_40772705_st	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_40772705_st_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_40772705_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1165.6932	paired	hg38	25595672	25595672	25595342	0.0	3479076.0	13.59	1682144.0	6.57	19848561	1691045.0	18157516	70.94	70.94	4689.0	0.83	0.91	10.89	585561.0	822602	17334914.0	67.73	67.73	11.9061237921	20504	0.106265801996	4:25:05	12-16-05:15:47
105_40772705_un	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_40772705_un_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_40772705_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	866.4558	paired	hg38	18938506	18938506	18936484	0.01	1454816.0	7.68	1368008.0	7.22	15480105	1342281.0	14137824	74.66	74.65	2032.0	0.65	0.8	4.93	633555.0	1350905	12786919.0	67.53	67.52	13.1369419473	20237	0.116917143685	2:09:40	12-15-01:00:15
105_43178510_st	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_43178510_st_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_43178510_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1297.465	paired	hg38	28156780	28156780	28156518	0.0	4306666.0	15.3	1910082.0	6.78	21152989	1600681.0	19552308	69.44	69.44	6711.0	0.82	0.9	10.32	786781.0	931821	18620487.0	66.13	66.13	12.88465752	24026	0.129084095852	4:24:37	12-16-05:16:07
105_43178510_un	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_43178510_un_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_43178510_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1080.8348	paired	hg38	23776424	23776424	23776144	0.0	1792936.0	7.54	1870492.0	7.87	19487272	1651604.0	17835668	75.01	75.01	2321.0	0.81	0.9	9.87	625444.0	880873	16954795.0	71.31	71.31	6.60226442659	12849	0.0431933359603	5:33:23	12-15-07:47:45
105_44408210_st	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_44408210_st_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_44408210_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1662.3155	paired	hg38	36712384	36712384	36712008	0.0	3372140.0	9.19	2631880.0	7.17	29918736	2398910.0	27519826	74.96	74.96	5575.0	0.87	0.93	14.8	789252.0	908841	26610985.0	72.49	72.49	9.73870587267	22473	0.0991803145848	2:38:28	12-15-01:29:36
105_44408210_un	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_44408210_un_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_44408210_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1195.24	paired	hg38	26242090	26242090	26241650	0.0	4181534.0	15.93	1695006.0	6.46	19867690	1453310.0	18414380	70.17	70.17	6548.0	0.87	0.93	14.99	497420.0	602425	17811955.0	67.88	67.88	12.7711674917	21547	0.139123065778	4:24:26	12-16-05:15:56
105_48181106_st	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_48181106_st_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_48181106_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	984.8515	paired	hg38	21622316	21622316	21622162	0.0	3318768.0	15.35	1360986.0	6.29	16434627	1274487.0	15160140	70.11	70.11	4089.0	0.87	0.93	14.55	507781.0	511073	14649067.0	67.75	67.75	12.1228010441	18334	0.119145799445	1:49:40	12-15-04:04:30
105_48181106_un	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_48181106_un_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_48181106_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1197.8619	paired	hg38	26133374	26133374	26133192	0.0	2731866.0	10.45	1606978.0	6.15	21150625	1609415.0	19541210	74.78	74.77	3605.0	0.87	0.93	14.71	643723.0	662389	18878821.0	72.24	72.24	15.9113357093	28032	0.202111844661	3:24:01	12-16-04:15:00
105_48343804_st	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_48343804_st_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_48343804_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1086.8429	paired	hg38	23708564	23708564	23708280	0.0	1652148.0	6.97	1816154.0	7.66	19627599	1547879.0	18079720	76.26	76.26	2117.0	0.84	0.91	11.42	612379.0	774282	17305438.0	72.99	72.99	9.15281016983	14988	0.0639194633545	3:23:22	12-16-04:14:22
105_48343804_un	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_48343804_un_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_48343804_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1162.0763	paired	hg38	25495936	25495936	25495626	0.0	2992364.0	11.74	1699756.0	6.67	19838228	1592544.0	18245684	71.56	71.56	3716.0	0.78	0.88	8.44	965278.0	1052906	17192778.0	67.43	67.43	12.6917075571	20303	0.110515560831	3:23:34	12-16-04:14:34
105_49798106_st	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_49798106_st_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_49798106_st_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1541.8601	paired	hg38	33978220	33978220	33977348	0.0	3520872.0	10.36	1932718.0	5.69	27833111	1951565.0	25881546	76.17	76.17	4229.0	0.82	0.9	10.15	690647.0	1299437	24582109.0	72.35	72.35	17.7373734044	36953	0.245262319337	3:11:45	12-16-05:39:58
105_49798106_un	ATAC	human	ATAC_UF_SQB103/fastq_files_combined/105_49798106_un_R1.fastq.gz	ATAC_UF_SQB103/fastq_files_combined/105_49798106_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1481.3888	paired	hg38	32738324	32738324	32737902	0.0	3182944.0	9.72	2199262.0	6.72	26470020	2072836.0	24397184	74.52	74.52	4037.0	0.8	0.9	9.41	885676.0	1278822	23118362.0	70.62	70.62	14.7784427493	26266	0.150406538722	9:52:22	12-15-12:07:38
