sample_name	protocol	organism	read1	read2	read_type	anno_name	TSS_name	File_mb	Read_type	Genome	Raw_reads	Fastq_reads	Trimmed_reads	Trim_loss_rate	Aligned_reads_rCRSd	Alignment_rate_rCRSd	Aligned_reads_human_repeats	Alignment_rate_human_repeats	Mapped_reads	QC_filtered_reads	Aligned_reads	Alignment_rate	Total_efficiency	Mitochondrial_reads	NRF	PBC1	PBC2	Unmapped_reads	Duplicate_reads	Dedup_aligned_reads	Dedup_alignment_rate	Dedup_total_efficiency	TSS_Score	Peak_count	FRiP	Time	Success
108_44080603_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_44080603_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_44080603_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	838.5738	paired	hg38	16150410	16150410	16150360	0.0	5357268.0	33.17	399512.0	2.47	10231675	556399.0	9675276	59.91	59.91	3313.0	0.91	0.95	21.45	161905.0	243876	9431400.0	58.4	58.4	21.169871299	40902	0.484258433558	2:19:43	12-16-20:01:05
108_44273803_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_44273803_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_44273803_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1016.1521	paired	hg38	22605148	22605148	22605092	0.0	6735344.0	29.8	598786.0	2.65	15031083	841073.0	14190010	62.77	62.77	5215.0	0.89	0.95	18.53	239879.0	426490	13763520.0	60.89	60.89	21.9964527108	46818	0.519212107673	1:40:10	12-16-19:21:54
108_44414710_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_44414710_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_44414710_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1106.9016	paired	hg38	25090936	25090936	25090916	0.0	3937356.0	15.69	1166062.0	4.65	19736797	1211573.0	18525224	73.83	73.83	4128.0	0.9	0.95	19.01	250701.0	493295	18031929.0	71.87	71.87	16.7674054494	35690	0.278915331874	2:22:29	12-16-05:01:20
108_44452503_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_44452503_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_44452503_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	2051.6154	paired	hg38	47283402	47283402	47283324	0.0	5723982.0	12.11	2530650.0	5.35	38527335	2396083.0	36131252	76.41	76.41	5327.0	0.9	0.95	19.4	501357.0	938774	35192478.0	74.43	74.43	14.1209092255	34634	0.19217451972	2:21:59	12-16-20:03:43
108_44474510_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_44474510_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_44474510_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1193.9499	paired	hg38	27055674	27055674	27055564	0.0	8384036.0	30.99	696670.0	2.57	17678909	984739.0	16694170	61.7	61.7	10701.0	0.88	0.94	16.38	295949.0	552458	16141712.0	59.66	59.66	21.0465916474	45345	0.494283932654	9:46:31	12-16-12:25:49
108_44494805_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_44494805_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_44494805_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1058.4115	paired	hg38	24363802	24363802	24363666	0.0	4719194.0	19.37	1091680.0	4.48	18293059	1160593.0	17132466	70.32	70.32	4233.0	0.9	0.95	18.66	259733.0	459096	16673370.0	68.44	68.44	16.78990287	36578	0.272423070911	2:21:23	12-16-05:00:46
108_44502811_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_44502811_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_44502811_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	712.3937	paired	hg38	15465630	15465630	15465596	0.0	2038148.0	13.18	768130.0	4.97	12489306	828026.0	11661280	75.4	75.4	1781.0	0.92	0.96	23.46	170012.0	244699	11416581.0	73.82	73.82	14.4429910532	26506	0.167259854836	1:36:11	12-16-19:17:55
108_44855203_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_44855203_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_44855203_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1009.511	paired	hg38	22585710	22585710	22585620	0.0	5315660.0	23.54	811386.0	3.59	16211974	949074.0	15262900	67.58	67.58	3873.0	0.9	0.95	19.8	246600.0	397952	14864948.0	65.82	65.82	19.5614212276	40415	0.33381742657	1:47:25	12-16-19:29:09
108_45183505_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_45183505_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_45183505_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1085.5084	paired	hg38	24897226	24897226	24897118	0.0	4805078.0	19.3	1101168.0	4.42	18707074	1123294.0	17583780	70.63	70.63	4345.0	0.9	0.95	18.25	283798.0	489015	17094765.0	68.66	68.66	18.4492684529	37743	0.285429810883	11:15:35	12-16-13:55:16
108_46002810_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_46002810_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_46002810_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1155.8686	paired	hg38	26640304	26640304	26640170	0.0	8792152.0	33.0	758420.0	2.85	16800719	979965.0	15820754	59.39	59.39	8247.0	0.89	0.94	17.37	288879.0	485696	15335058.0	57.56	57.56	20.8506703737	44068	0.449836840899	4:08:36	12-16-21:49:45
108_47089605_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_47089605_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_47089605_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1188.8737	paired	hg38	27171026	27171026	27170960	0.0	9854448.0	36.27	649370.0	2.39	16365821	922555.0	15443266	56.84	56.84	9891.0	0.89	0.94	17.99	301321.0	462972	14980294.0	55.13	55.13	21.0673632844	46226	0.498914154558	2:16:05	12-16-04:56:27
108_47683510_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_47683510_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_47683510_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1158.3874	paired	hg38	26422766	26422766	26422658	0.0	9274800.0	35.1	640608.0	2.42	16223878	919500.0	15304378	57.92	57.92	8971.0	0.89	0.94	17.38	283372.0	469355	14835023.0	56.15	56.14	21.6913328506	48971	0.469261932762	4:08:34	12-16-21:49:46
108_48622204_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_48622204_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_48622204_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	876.363	paired	hg38	20130726	20130726	20130614	0.0	2962924.0	14.72	969030.0	4.81	15981364	1020784.0	14960580	74.32	74.32	2982.0	0.9	0.95	19.62	217296.0	372090	14588490.0	72.47	72.47	14.8207623922	29096	0.178114484866	4:36:20	12-16-22:17:30
108_49896411_un	ATAC	human	ATAC_UF_SQB106/fastq_files_combined/108_49896411_un_R1.fastq.gz	ATAC_UF_SQB106/fastq_files_combined/108_49896411_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	899.0969	paired	hg38	20419394	20419394	20419346	0.0	1852722.0	9.07	1190522.0	5.83	17142293	1192343.0	15949950	78.11	78.11	1630.0	0.91	0.95	20.74	233809.0	376771	15573179.0	76.27	76.27	13.7061665935	26283	0.153376656353	4:37:18	12-16-22:18:24
