sample_name	protocol	organism	read1	read2	read_type	anno_name	TSS_name	File_mb	Read_type	Genome	Raw_reads	Fastq_reads	Trimmed_reads	Trim_loss_rate	Aligned_reads_rCRSd	Alignment_rate_rCRSd	Aligned_reads_human_repeats	Alignment_rate_human_repeats	Mapped_reads	QC_filtered_reads	Aligned_reads	Alignment_rate	Total_efficiency	Mitochondrial_reads	NRF	PBC1	PBC2	Unmapped_reads	Duplicate_reads	Dedup_aligned_reads	Dedup_alignment_rate	Dedup_total_efficiency	TSS_Score	Peak_count	FRiP	Time	Success
109_44983701_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_44983701_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_44983701_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	822.9345	paired	hg38	17978118	17978118	17978062	0.0	1018488.0	5.67	1166626.0	6.49	15599095	1125045.0	14474050	80.51	80.51	832.0	0.92	0.96	24.84	193853.0	293645	14180405.0	78.88	78.88	8.58437110128	14341	0.0548809075552	4:15:48	12-16-22:01:01
109_45195011_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_45195011_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_45195011_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	3143.8176	paired	hg38	73171122	73171122	73171026	0.0	10375608.0	14.18	3448468.0	4.71	58597542	3593546.0	55003996	75.17	75.17	11125.0	0.77	0.87	7.84	749408.0	3574126	51429870.0	70.29	70.29	16.1326032492	48367	0.270795834543	7:47:08	12-17-01:32:16
109_45310410_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_45310410_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_45310410_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	2943.9032	paired	hg38	69273142	69273142	69271750	0.0	8555366.0	12.35	3610864.0	5.21	56340531	3635489.0	52705042	76.08	76.08	8426.0	0.67	0.81	5.19	764989.0	4852481	47852561.0	69.08	69.08	14.7221372768	45056	0.215667886196	7:33:55	12-17-01:19:03
109_45898603_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_45898603_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_45898603_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1442.8929	paired	hg38	33831584	33831584	33831492	0.0	1346926.0	3.98	2276852.0	6.73	29853324	2096942.0	27756382	82.04	82.04	1291.0	0.9	0.95	19.83	354390.0	698231	27058151.0	79.98	79.98	6.73381032786	14722	0.0416018917739	6:12:54	12-16-23:58:02
109_45975011_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_45975011_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_45975011_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1319.5503	paired	hg38	25804388	25804388	25804236	0.0	3048448.0	11.81	1241856.0	4.81	21212230	1345352.0	19866878	76.99	76.99	2019.0	0.88	0.94	16.34	301702.0	637628	19229250.0	74.52	74.52	17.0114213923	38910	0.277685401803	4:13:13	12-16-21:58:21
109_46182511_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_46182511_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_46182511_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1248.9452	paired	hg38	29173494	29173494	29173224	0.0	3241484.0	11.11	1607268.0	5.51	24008806	1586198.0	22422608	76.86	76.86	3184.0	0.85	0.92	12.58	315666.0	894326	21528282.0	73.79	73.79	14.6232004345	33230	0.180103268986	4:13:27	12-16-21:58:32
109_46394411_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_46394411_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_46394411_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1026.0634	paired	hg38	23913544	23913544	23913274	0.0	2469412.0	10.33	1254568.0	5.25	19922564	1295702.0	18626862	77.89	77.89	2394.0	0.9	0.95	18.59	266730.0	509390	18117472.0	75.76	75.76	15.3768404204	30982	0.200017855933	4:03:54	12-16-21:48:59
109_46578403_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_46578403_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_46578403_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1352.202	paired	hg38	32211864	32211864	32211818	0.0	33618.0	0.1	2598868.0	8.07	29266341	2058379.0	27207962	84.47	84.47	42.0	0.93	0.96	27.43	312991.0	496028	26711934.0	82.93	82.93	1.21115981354	80	0.000747612040917	4:36:21	12-16-22:21:29
109_48085910_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_48085910_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_48085910_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1887.4217	paired	hg38	44271746	44271746	44271560	0.0	4160344.0	9.4	2560304.0	5.78	37053294	2571244.0	34482050	77.89	77.89	3961.0	0.87	0.93	15.27	497618.0	1152749	33329301.0	75.28	75.28	14.5058488155	32977	0.17062532535	6:18:57	12-17-00:04:16
109_48659011_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_48659011_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_48659011_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1194.1933	paired	hg38	27416010	27416010	27415866	0.0	1823998.0	6.65	1867808.0	6.81	23437026	1629228.0	21807798	79.54	79.54	1368.0	0.91	0.95	21.41	287034.0	510525	21297273.0	77.68	77.68	8.15146168588	17089	0.0541176601141	5:44:16	12-16-23:29:36
109_48751610_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_48751610_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_48751610_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1396.2486	paired	hg38	32640482	32640482	32640292	0.0	1638114.0	5.02	2042626.0	6.26	28604781	1985007.0	26619774	81.55	81.55	1881.0	0.9	0.95	20.07	354771.0	668946	25950828.0	79.51	79.51	11.6518192723	26448	0.119445341647	5:52:56	12-16-23:38:15
109_49231611_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_49231611_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_49231611_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	3155.4473	paired	hg38	73465232	73465232	73463508	0.0	14159810.0	19.27	2404514.0	3.27	55951633	3247361.0	52704272	71.74	71.74	15025.0	0.64	0.8	4.74	947551.0	5523651	47180621.0	64.22	64.22	20.4496101276	55939	0.417268300376	7:32:48	12-17-01:18:07
109_49593011_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_49593011_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_49593011_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1297.2912	paired	hg38	30207278	30207278	30206928	0.0	2250218.0	7.45	1809078.0	5.99	25793680	1830320.0	23963360	79.33	79.33	2804.0	0.9	0.95	18.48	353952.0	656359	23307001.0	77.16	77.16	12.9272101559	29280	0.138550437	5:32:50	12-16-23:23:15
109_49741510_un	ATAC	human	ATAC_UF_SQB108/fastq_files_combined/109_49741510_un_R1.fastq.gz	ATAC_UF_SQB108/fastq_files_combined/109_49741510_un_R2.fastq.gz	paired	hg38_annotations.bed.gz	hg38_TSS.tsv	1181.28	paired	hg38	27371636	27371636	27371420	0.0	2511960.0	9.18	1536488.0	5.61	22984582	1487106.0	21497476	78.54	78.54	3192.0	0.86	0.93	14.08	338390.0	773599	20723877.0	75.71	75.71	15.6246779933	33441	0.211660708448	5:25:06	12-16-23:15:32
